age,gender,region_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active,days_since_joined
28,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19.0,34.65,49638.97,13.0,721.09,Yes,No,No,Not Applicable,No reason specified,0,Pro,25,20,1396,587.97,6,161
24,M,Town,No,Without Offers,Desktop,Fiber_Optic,3.0,94.54,26540.59,13.0,655.61,No,Yes,Yes,Unsolved,Poor Website,1,Basic,19,17,323,466.94,6,480
27,F,Village,Yes,Credit/Debit Card Offers,Both,Wi-Fi,14.0,535.43,3124.1,19.0,984.8998858,Yes,No,Yes,Unsolved,Poor Customer Service,1,Pro,30,25,1396,532.03,0,368
32,M,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,546.49,48771.92,18.0,561.99,No,Yes,Yes,Solved,No reason specified,0,Basic,14,14,408,199.08,0,695
23,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,266.01,23492.43,19.0,717.25,Yes,No,Yes,Unsolved,Too many ads,1,Basic,12,12,276,310.14,13,1069
55,F,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,156.65,12705.14,24.0,697.69,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,15,13,510,407.59,16,506
64,M,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12.0,56.13,41210.07,19.0,698.25,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,30,26,8935,556.8100000000001,1,31
20,M,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,98.13,45968.13,16.0,668.88,No,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,17,15,244,514.45,9,85
49,M,Town,Yes,Without Offers,Desktop,Fiber_Optic,7.0,95.31,3794.76,26.0,636.29,Yes,No,Yes,Solved,Too many ads,1,Basic,14,14,241,350.14,1,973
53,M,Village,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,7.0,88.12,47886.4,24.0,799.72,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,55,39,12474,1281.28,5,712
36,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9.0,1053.04,40742.68,24.0,552.57,No,Yes,No,Not Applicable,Too many ads,1,Basic,14,12,323,341.28,6,668
39,F,Town,No,Without Offers,Desktop,Fiber_Optic,19.0,198.91,8343.02,9.0,698.25,Yes,No,Yes,Unsolved,Poor Website,1,Basic,6,6,265,87.28,29,1045
13,F,Village,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15.0,354.6,47010.85,29.0,1021.283679,Yes,No,No,Not Applicable,No reason specified,1,Pro,17,15,1982,217.12,8,725
34,F,Town,No,Without Offers,Desktop,Mobile_Data,10.0,302.38,31584.79,9.0,530.71,No,Yes,No,Not Applicable,Too many ads,1,Basic,11,10,333,146.52,14,940
63,F,Village,No,Without Offers,Smartphone,Wi-Fi,8.0,336.95,3480.6,18.0,738.48,Yes,No,Yes,Unsolved,No reason specified,0,Enterprise,37,29,7763,742.4200000000001,1,640
37,M,Town,Yes,Without Offers,Desktop,Wi-Fi,25.0,76.95,4139.97,8.0,614.84,No,Yes,No,Not Applicable,Poor Website,1,Basic,20,20,379,461.61,5,386
45,M,Village,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2.0,193.97,35353.38,5.0,738.93,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,44,37,10769,1301.22,4,882
24,M,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14.0,718.1,4356.23,28.0,1088.061886,No,Yes,No,Not Applicable,Poor Website,0,Pro,15,14,2348,241.16,16,415
50,M,Town,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,80.58,18559.31,22.0,717.71,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,36,30,10672,742.76,0,638
25,F,Town,No,Without Offers,Smartphone,Fiber_Optic,8.0,71.44,59713.14,4.0,849.52,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Enterprise,48,37,6404,1032.87,1,575
12,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,20.0,152.55,14255.53,25.0,698.25,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,32,29,1571,930.6,0,154
58,F,Village,No,Credit/Debit Card Offers,Desktop,Wi-Fi,2.0,30.03,46431.03,24.0,723.91,Yes,No,Yes,No Information Available,Poor Customer Service,0,Enterprise,58,38,10504,1612.04,1,949
34,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13.0,32.14,31228.03,18.0,600.67,Yes,No,No,Not Applicable,No reason specified,1,Basic,15,13,320,336.77,0,500
47,M,Town,No,Gift Vouchers/Coupons,Both,Wi-Fi,13.0,325.87,78834.48,15.0,767.22,Yes,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,39,31,10029,849.46,2,808
37,F,Town,No,Without Offers,Smartphone,Wi-Fi,18.0,174.18,12872.84,13.0,715.09,Yes,No,Yes,Solved,Poor Customer Service,1,Pro,29,25,1864,522.3199999999999,5,800
45,M,City,Yes,Without Offers,Desktop,Mobile_Data,5.0,70.6,12699.04,22.0,698.25,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,25,22,1489,642.16,6,798
23,M,City,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,15.0,124.14,32057.45,21.0,762.44,Yes,No,No,Not Applicable,Poor Product Quality,0,Enterprise,19,19,11349,234.29,8,783
52,M,City,Yes,Without Offers,Smartphone,Fiber_Optic,9.0,33.73,8831.25,21.0,668.83,Yes,No,No,Not Applicable,Too many ads,1,Basic,18,16,294,401.46,7,855
35,M,City,No,Without Offers,Desktop,Mobile_Data,13.0,81.27,13915.81,9.0,698.25,Yes,No,Yes,Unsolved,Poor Product Quality,1,Basic,18,18,356,513.28,1,41
30,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12.0,204.08,45093.85,26.0,681.31,No,Yes,No,Not Applicable,Too many ads,0,Basic,12,11,221,198.04,1,845
14,M,Town,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,17.0,324.23,10594.49,28.0,662.24,No,Yes,Yes,Solved,Too many ads,1,Basic,14,12,419,226.59,3,476
61,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9.0,81.08,10585.2,12.0,773.8556117,No,Yes,No,Not Applicable,Poor Website,1,Basic,8,7,392,114.17,31,288
35,M,City,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13.0,205.65,14209.55,27.0,707.95,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Pro,41,34,2113,1072.41,0,823
38,M,City,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17.0,114.32,9843.59,12.0,621.22,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,8,8,353,194.45,2,25
40,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14.0,331.95,88512.51,5.0,752.4,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,50,37,13301,1313.47,1,642
57,M,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,9.0,176.54,57136.93,7.0,741.05,Yes,No,Yes,Unsolved,Products always in Stock,0,Pro,32,22,2017,588.18,4,1021
30,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22.0,32.86,26227.35,5.0,698.25,Yes,No,Yes,No Information Available,Too many ads,1,Basic,6,6,268,111.35,14,651
15,M,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,130.46,18656.01,17.0,773.23,No,Yes,Yes,Unsolved,Poor Customer Service,0,Enterprise,25,25,8410,541.43,0,896
40,M,Town,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,106.03,28923.07,20.0,350.087586,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,24,22,1609,663.98,0,181
12,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11.0,34.16,10251.38,5.0,756.93,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,44,36,8250,849.02,5,461
47,F,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,19.0,84.03,74296.6,8.0,1100.498027,No,Yes,Yes,Unsolved,Reasonable Price,0,Enterprise,25,21,10498,474.41,3,692
64,F,City,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17.0,142.61,32832.45,11.0,649.18,Yes,No,No,Not Applicable,Too many ads,1,Pro,36,30,1902,896.94,1,436
36,F,Village,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19.0,62.97,9037.87,18.0,274.3146151,Yes,No,Yes,Solved in Follow-up,Poor Website,1,Basic,10,10,306,275.43,7,732
19,F,Town,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16.0,45.17,18987.91,12.0,1212.709765,No,Yes,Yes,Unsolved,Poor Customer Service,0,Enterprise,32,28,16369,729.92,2,457
43,M,City,Yes,Without Offers,Desktop,Fiber_Optic,11.0,31.86,2100.42,11.0,586.14,No,Yes,No,Not Applicable,No reason specified,1,Basic,22,19,234,723.37,3,784
41,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,17.0,222.61,39500.96,6.0,691.12,No,Yes,Yes,Solved,Too many ads,1,Basic,14,14,211,356.8,12,615
31,M,City,Yes,Without Offers,Desktop,Wi-Fi,23.0,142.31,21805.73,14.0,413.3043637,Yes,No,Yes,No Information Available,Poor Product Quality,1,Pro,13,12,1436,187.92,14,64
59,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15.0,71.02,44195.66,14.0,748.42,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,25,24,2628,480.68,0,830
35,M,City,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,5.0,210.83,47040.12,11.0,714.31,No,Yes,Yes,Unsolved,Poor Product Quality,1,Pro,36,28,2321,1024.38,0,325
58,F,City,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21.0,820.4,10348.7,19.0,719.76,Yes,Yes,No,Not Applicable,No reason specified,0,Enterprise,34,28,13255,420.89,0,642
37,M,Town,No,Without Offers,Desktop,Wi-Fi,10.0,124.51,77331.95,13.0,757.26,Yes,No,No,Not Applicable,Reasonable Price,0,Pro,30,22,1585,750.67,4,1075
28,F,Town,Yes,Without Offers,Smartphone,Wi-Fi,19.0,34.17,41371.72,28.0,574.79,Yes,No,Yes,No Information Available,Too many ads,1,Basic,15,15,248,335.27,7,819
57,M,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,4.0,130.73,36694.32,20.0,701.49,Yes,No,Yes,Solved in Follow-up,No reason specified,0,Enterprise,31,24,9193,432.24,0,900
33,M,City,Yes,Without Offers,Smartphone,Wi-Fi,11.0,484.13,40022.1,10.0,710.86,Yes,No,No,Not Applicable,No reason specified,1,Pro,23,19,1386,605.06,1,1084
12,F,Town,No,Without Offers,Desktop,Wi-Fi,20.0,214.8,3145.84,21.0,703.38,No,Yes,Yes,Unsolved,Poor Customer Service,0,Enterprise,49,36,13455,1355.89,1,69
29,F,Town,Yes,Without Offers,Desktop,Mobile_Data,14.0,290.1,34809.22,16.0,678.42,No,Yes,No,Not Applicable,No reason specified,1,Basic,13,12,342,308.82,8,662
21,M,City,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,16.0,209.75,39633.28,15.0,747.6,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0,Pro,48,38,2681,1072.15,1,96
60,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10.0,737.53,39931.79,14.0,768.84,Yes,Yes,No,Not Applicable,User Friendly Website,0,Pro,23,22,2120,491.74,0,315
62,F,Town,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13.0,40.96,74375.87,19.0,698.25,No,Yes,Yes,Solved,Reasonable Price,0,Pro,29,22,1896,729.59,4,280
42,M,Town,Yes,Without Offers,Smartphone,Wi-Fi,24.0,539.8,4350.18,16.0,605.38,Yes,No,No,Not Applicable,Poor Website,1,Basic,7,7,223,72.77,5,308
11,F,Village,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,34.72,42910.93,4.852623072,933.8353969,No,Yes,No,Not Applicable,Too many ads,1,Basic,19,18,285,335.85,2,208
30,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,13.0,149.56,46249.11,5.0,617.15,Yes,No,Yes,No Information Available,Poor Website,1,Basic,16,16,270,300.87,3,911
45,M,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,1.0,242.8,9250.54,19.0,680.44,Yes,No,No,Not Applicable,Poor Website,1,Basic,9,8,264,157.82999999999998,11,844
57,M,Town,No,Without Offers,Smartphone,Wi-Fi,14.0,125.83,831.66,16.0,615.44,No,Yes,No,Not Applicable,Poor Website,1,Basic,18,18,412,475.19,1,796
49,F,Town,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,11.0,505.24,5060.25,11.0,743.1,Yes,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,43,30,8226,945.48,1,774
25,F,Town,No,Without Offers,Desktop,Fiber_Optic,12.0,68.99,22386.04,26.0,598.59,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,16,15,235,389.73,5,805
47,F,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,12.0,91.39,1104.27,14.0,698.25,No,Yes,No,Not Applicable,Too many ads,1,Basic,16,15,492,373.86,0,769
22,F,Village,No,Gift Vouchers/Coupons,Both,Mobile_Data,4.0,211.21,70359.39,13.0,783.0,No,Yes,Yes,Solved in Follow-up,Reasonable Price,0,Enterprise,52,39,10206,1032.42,1,824
52,M,City,Yes,Without Offers,Smartphone,Wi-Fi,20.0,282.37,25297.86,18.0,627.91,Yes,Yes,Yes,Solved,Poor Product Quality,1,Pro,37,30,3321,997.34,1,486
20,M,Village,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,17.0,32.79,48791.31,27.0,793.52,No,Yes,No,Not Applicable,Too many ads,0,Pro,19,18,2407,228.93,0,225
21,F,City,No,Without Offers,Desktop,Mobile_Data,14.0,381.41,9522.22,22.0,698.25,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,0,Enterprise,41,31,7828,1133.8,2,815
49,M,Town,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9.0,57.9,15622.36,16.0,471.4355307,Yes,No,Yes,No Information Available,Poor Product Quality,0,Pro,22,18,2238,307.18,4,135
11,M,City,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,25.0,136.2,36987.24,17.0,698.25,No,Yes,No,Not Applicable,No reason specified,1,Basic,18,17,349,506.33,1,808
42,F,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,2.0,230.05,42443.94,26.0,593.22,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,16,13,223,370.14,5,491
35,M,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,19.0,928.7968327,28555.47,14.0,626.89,No,Yes,Yes,Solved,Too many ads,1,Pro,18,17,1593,274.66,1,1052
16,F,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15.0,491.12,38961.16,7.0,718.15,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1,Pro,20,18,1746,374.03,0,513
63,F,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,15.0,174.18,25428.03,27.0,698.25,No,Yes,Yes,No Information Available,No reason specified,0,Enterprise,52,42,11056,1308.27,0,452
53,F,City,No,Without Offers,Both,Fiber_Optic,16.0,709.13,11490.44,9.0,705.06,Yes,Yes,Yes,Solved,Poor Product Quality,1,Pro,27,23,2801,455.6,0,158
30,M,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,38.81,20793.28,23.0,680.16,No,Yes,No,Not Applicable,Poor Website,1,Basic,9,9,222,139.63,16,570
47,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18.0,31.14,27257.85,28.0,526.93,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,7,6,340,119.09,10,208
12,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,21.0,979.23,48534.77,22.0,573.83,Yes,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,19,16,283,614.39,1,620
28,M,City,No,Without Offers,Smartphone,Fiber_Optic,15.0,346.1,31618.04,28.0,603.36,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,9,8,325,131.85,2,678
30,M,Town,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,6.0,30.82,25289.5,28.0,624.99,Yes,No,Yes,Unsolved,No reason specified,1,Basic,17,12,369,380.72,7,356
42,F,Town,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9.0,126.38,41513.52,27.0,698.25,Yes,No,No,Not Applicable,Too many ads,1,Basic,17,16,349,523.71,8,898
33,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,99.63,19872.02,28.0,651.46,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,13,12,316,217.21,9,1079
44,F,City,Yes,Credit/Debit Card Offers,Both,Wi-Fi,21.0,593.66,13921.82,14.0,698.25,No,Yes,Yes,Solved,Poor Website,1,Basic,8,8,282,122.09,19,895
42,M,City,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,6.0,508.39,2934.58,9.0,521.72,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,14,14,322,227.39,4,729
62,F,Town,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10.0,154.04,29676.59,27.0,651.41,Yes,No,Yes,Unsolved,Too many ads,1,Basic,14,14,197,218.57,0,419
27,M,City,No,Without Offers,Both,Mobile_Data,10.0,422.58,11402.17,4.0,760.93,No,Yes,Yes,No Information Available,User Friendly Website,0,Pro,31,28,1788,496.87,1,297
20,F,Village,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,174.18,45748.57,27.0,624.07,Yes,No,Yes,Solved,Poor Website,1,Basic,18,17,252,418.63,2,648
50,M,City,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13.0,170.66,91672.13,17.0,703.82,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,28,24,1475,346.39,12,297
52,F,Town,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18.0,90.78,41591.27,9.0,702.92,Yes,No,Yes,Unsolved,No reason specified,1,Basic,11,11,201,379.39,1,76
64,F,City,Yes,Without Offers,Smartphone,Wi-Fi,16.0,216.3,38122.91,16.0,219.4387037,Yes,No,No,Not Applicable,Poor Customer Service,1,Pro,23,22,2037,481.01,0,34
29,F,City,No,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,154.49,23063.9,21.0,727.07,Yes,No,Yes,Solved,Too many ads,0,Pro,37,31,2217,811.25,2,851
16,F,Town,Yes,Without Offers,Desktop,Mobile_Data,8.0,50.55,12903.15,23.0,631.39,Yes,No,No,Not Applicable,Poor Website,1,Pro,31,24,1837,764.17,2,366
43,M,Village,No,Without Offers,Desktop,Fiber_Optic,15.0,75.44,4290.99,24.0,583.8,Yes,No,No,Not Applicable,No reason specified,1,Basic,9,8,236,101.33,8,747
28,M,Town,Yes,Without Offers,Smartphone,Mobile_Data,5.0,859.76,47622.59,18.0,541.33,No,Yes,Yes,Unsolved,Too many ads,1,Basic,15,15,334,254.61,0,275
33,F,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17.0,131.45,27598.33,11.0,698.09,No,Yes,Yes,Unsolved,No reason specified,1,Pro,23,21,1529,432.0,0,895
22,F,City,No,Without Offers,Desktop,Mobile_Data,19.0,182.74,45762.77,6.0,714.98,No,Yes,Yes,No Information Available,Poor Website,0,Pro,34,26,2569,1005.14,5,767
51,M,Village,No,Without Offers,Smartphone,Fiber_Optic,1.0,413.51,44549.63,22.0,703.8,No,Yes,Yes,No Information Available,No reason specified,1,Basic,9,8,245,171.13,7,301
24,M,City,Yes,Without Offers,Desktop,Fiber_Optic,7.0,834.58,24727.01,29.0,518.92,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,10,10,291,185.76,3,349
44,F,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20.0,31.14,69043.09,15.0,363.0980573,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,32,26,8142,574.14,1,69
11,F,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,20.0,277.72,25770.53,7.0,586.89,Yes,No,No,Not Applicable,Too many ads,1,Basic,14,14,330,253.95,6,333
16,M,Town,No,Without Offers,Desktop,Wi-Fi,12.0,33.46,35511.88,21.0,656.46,No,Yes,Yes,No Information Available,Poor Product Quality,1,Pro,24,21,1672,370.9,5,148
42,M,Town,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,4.0,33.65,36799.86,15.0,659.05,No,Yes,No,Not Applicable,Too many ads,1,Basic,7,7,424,144.04,3,898
26,F,City,Yes,Without Offers,Both,Wi-Fi,17.0,425.72,25783.72,21.0,767.08,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,29,24,11995,644.83,3,976
44,F,Village,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14.0,76.11,11439.04,16.0,757.55,Yes,No,Yes,Unsolved,Too many ads,0,Enterprise,49,37,9839,1199.36,12,502
51,F,City,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,6.0,35.28,15254.61,16.0,608.81,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,15,15,382,226.01,2,1085
56,F,Town,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,11.0,144.41,3724.62,23.0,752.99,Yes,No,Yes,No Information Available,Poor Product Quality,0,Enterprise,48,36,11438,1251.86,2,747
13,M,City,No,Without Offers,Smartphone,Fiber_Optic,13.0,124.56,18713.89,10.0,741.8,Yes,No,No,Not Applicable,No reason specified,0,Pro,22,20,2514,451.67,6,905
28,M,City,No,Without Offers,Desktop,Fiber_Optic,17.0,30.48,41868.93,23.0,762.71,No,Yes,Yes,No Information Available,Poor Website,0,Enterprise,30,26,11475,661.56,4,195
46,M,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,615.75,15412.29,7.0,506.13,Yes,Yes,Yes,No Information Available,Poor Website,1,Basic,11,11,282,231.34,6,603
48,F,Town,No,Without Offers,Smartphone,Wi-Fi,10.0,833.96,46285.58,16.0,633.85,No,Yes,No,Not Applicable,Too many ads,1,Pro,26,22,1634,687.16,9,661
15,F,Town,Yes,Without Offers,Desktop,Mobile_Data,2.0,1058.556516,41983.54,16.0,577.25,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Basic,12,11,522,231.44,12,54
45,F,Town,Yes,Without Offers,Smartphone,Fiber_Optic,16.0,309.09,46267.86,15.0,743.49,No,Yes,Yes,Solved in Follow-up,Poor Website,0,Pro,21,20,1246,422.52,2,813
19,M,Town,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22.0,147.19,16928.6,5.0,645.14,Yes,No,No,Not Applicable,Poor Website,1,Basic,18,15,307,500.99,13,1030
43,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,64.13,27638.79,21.0,507.66,Yes,No,No,Not Applicable,No reason specified,1,Basic,12,10,454,329.29,20,581
32,M,Town,No,Credit/Debit Card Offers,Both,Wi-Fi,13.0,588.83,895.42,16.0,575.25,Yes,No,No,Not Applicable,Poor Website,1,Basic,9,7,326,177.31,6,425
60,M,City,No,Credit/Debit Card Offers,Desktop,Mobile_Data,17.0,226.11,35710.48,18.0,799.9,Yes,Yes,No,Not Applicable,Poor Website,0,Enterprise,53,43,8959,1371.2,0,765
25,F,Town,Yes,Without Offers,Desktop,Fiber_Optic,18.0,37.17,48188.77,26.0,568.04,No,Yes,No,Not Applicable,No reason specified,1,Basic,13,12,211,344.68,0,846
42,M,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,2.0,67.08,13679.24,22.0,535.62,No,Yes,No,Not Applicable,Too many ads,1,Basic,19,18,458,521.24,0,504
14,M,City,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10.0,251.79,12083.07,7.0,960.1505421,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,40,30,1804,1185.56,2,250
39,M,City,No,Without Offers,Desktop,Mobile_Data,25.0,132.92,26346.88,21.0,700.55,Yes,No,No,Not Applicable,Poor Website,0,Pro,20,18,1953,407.24,7,646
36,F,City,Yes,Without Offers,Desktop,Mobile_Data,19.0,920.557752,29627.62,16.0,537.1,No,Yes,Yes,Solved,Poor Website,1,Basic,13,11,269,243.79,1,932
38,M,City,Yes,Without Offers,Both,Fiber_Optic,18.0,439.37,11988.23,25.0,692.64,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1,Basic,16,15,355,310.32,0,367
48,M,City,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,7.0,354.55,31861.91,21.0,659.31,Yes,Yes,No,Not Applicable,Poor Product Quality,1,Basic,16,15,219,452.82,0,644
28,F,Village,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11.0,152.01,49577.35,17.0,770.73,No,Yes,No,Not Applicable,Poor Customer Service,0,Enterprise,23,19,9260,325.07,0,506
56,M,Town,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,18.0,152.22,46609.87,26.0,783.57,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,42,31,7144,962.28,0,756
36,M,City,No,Without Offers,Desktop,Wi-Fi,16.0,219.71,38674.45,1.0,734.78,Yes,No,No,Not Applicable,Reasonable Price,0,Pro,28,21,1429,462.63,13,838
35,F,Town,No,Without Offers,Desktop,Wi-Fi,13.0,413.69,7473.05,7.0,971.7306021,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,43,35,7383,818.88,2,180
33,M,Town,No,Without Offers,Both,Fiber_Optic,14.0,292.21,29045.96,25.0,530.02,No,Yes,Yes,Unsolved,No reason specified,1,Basic,4,4,346,45.73,20,1082
54,F,Village,No,Credit/Debit Card Offers,Desktop,Wi-Fi,8.0,102.82,6160.68,12.0,634.86,No,Yes,No,Not Applicable,No reason specified,1,Pro,42,38,2572,1123.29,1,1004
61,F,Town,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9.0,968.502859,36599.76,13.0,698.25,No,Yes,No,Not Applicable,Poor Website,0,Pro,18,16,1726,305.07,3,371
21,M,City,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16.0,50.19,44610.9,16.0,781.01,Yes,No,Yes,Solved in Follow-up,Too many ads,0,Pro,12,11,2080,122.99,1,45
13,M,Town,No,Credit/Debit Card Offers,Desktop,Wi-Fi,5.0,46.09,54037.11,7.0,1167.296703,Yes,No,No,Not Applicable,Quality Customer Care,0,Pro,48,35,3013,1321.62,0,580
17,M,City,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,23.0,183.26,5413.55,21.0,899.1431564,No,Yes,Yes,Unsolved,Poor Customer Service,1,Basic,12,12,396,190.21,7,1071
57,F,City,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,19.0,71.62,48704.85,17.0,692.28,No,Yes,Yes,Solved,Too many ads,1,Pro,18,16,2057,330.08,0,90
44,M,Town,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,13.0,161.25,3908.72,19.0,685.89,No,Yes,Yes,No Information Available,Poor Website,1,Basic,7,6,361,96.96,1,23
