age,gender,security_no,region_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_session_duration,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn,plan_tier,logins_90d,active_days_90d,api_calls_90d,session_minutes_90d,days_since_active
54,F,LQEEJDD,Town,20-03-2017,Yes,CID27819,Without Offers,Desktop,Wi-Fi,2:15:35,15,663.59,34533.39,12,560.86,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,16,16,483,364.75,0
56,M,AUZFO3B,City,12-03-2015,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:38:56,3,281.48,4183.89,22,365.3250123,No,Yes,No,Not Applicable,Poor Customer Service,0,Basic,10,9,325,151.6,6
21,M,2QYQ7W5,City,26-05-2016,Yes,CID27607,Credit/Debit Card Offers,Desktop,Mobile_Data,6:21:25,14,619.49,24048.2,19,694.86,Yes,Yes,Yes,Solved,Poor Website,1,Basic,15,14,239,424.19,1
40,F,44GYQUR,City,21-08-2016,Yes,CID43714,Without Offers,?,Fiber_Optic,19:58:32,22,142.91,12469.68,11,689.72,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,18,16,274,477.88,5
61,F,SAF2SN8,Town,05-03-2016,Yes,CID17165,Without Offers,Both,Fiber_Optic,6:52:58,9,612.62,25514.5,29,793.34,Yes,Yes,No,Not Applicable,Too many ads,0,Pro,31,24,1709,763.88,1
58,M,1CS46MY,City,15-02-2016,Yes,CID61866,Credit/Debit Card Offers,Both,Fiber_Optic,6:17:39,11,267.56,46317.04,17,522.65,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,6,6,513,58.5,22
24,M,2RZ4CVV,City,19-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,19:29:46,18,132.66,88763.55,1,789.34,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,36,30,10397,898.76,1
10,F,X9PDX93,Town,27-11-2016,Yes,CID16645,Credit/Debit Card Offers,Both,Wi-Fi,10:01:31,11,443.5,44183.34,-7.37907299,673.55,Yes,Yes,No,Not Applicable,Poor Website,1,Basic,14,13,344,417.29,11
60,M,ZFC8UW8,City,24-02-2016,?,CID29059,Credit/Debit Card Offers,Smartphone,Mobile_Data,6:26:05,3,-217.2450742,28606.79,28,1058.53657,No,Yes,Yes,Solved,Poor Product Quality,0,Enterprise,35,29,9679,713.34,5
28,F,Z8WVIW4,Village,04-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,1:23:17,3,982.5970025,44309.61,8,728.44,No,Yes,No,Not Applicable,Poor Website,0,Enterprise,41,36,12431,709.65,1
25,M,MWWRS5M,City,22-08-2017,Yes,CID16089,Without Offers,Desktop,Wi-Fi,10:29:36,7,529.14,33960.9,24,605.39,Yes,Yes,No,Not Applicable,Too many ads,1,Basic,13,13,522,241.11,1
56,M,Q9GSB8T,Village,07-03-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:20:14,10,33.43,2526.69,-11.30298906,710.64,No,Yes,No,Not Applicable,Poor Website,1,Basic,8,8,381,127.33,9
45,F,T3FYF2P,Town,24-07-2015,Yes,CID63179,Without Offers,Both,Fiber_Optic,23:41:37,-999,799.64,80845.91,Error,799.05,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,34,29,9761,595.05,9
15,M,W7EEJUC,City,27-12-2017,Yes,CID26058,Credit/Debit Card Offers,Desktop,Mobile_Data,20:50:37,14,31.42,28469.09,5,613.69,Yes,No,No,Not Applicable,Too many ads,1,Basic,19,16,381,429.52,2
35,M,HQK3FOK,,16-04-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:23:54,11,220.03,40235.87,26,727.34,Yes,No,Yes,Unsolved,No reason specified,0,Enterprise,46,37,10611,1031.89,1
43,M,4NYVRIK,,17-02-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21:41:07,13,30.95,28413.85,23,752.16,Yes,No,No,Not Applicable,No reason specified,0,Enterprise,24,22,9604,493.28000000000003,1
34,F,ZBX57KF,Town,13-11-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,9:19:18,8,81.49,35555.36,25,766.01,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,32,25,2433,823.84,0
19,F,QHY2DGB,City,25-04-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14:45:18,16,90.64,51713.12,1,758.7,Yes,No,Yes,Solved,Reasonable Price,0,Pro,21,21,1376,478.19,0
41,F,LKDKNY8,,25-03-2017,Yes,CID11264,Credit/Debit Card Offers,Smartphone,Mobile_Data,2:49:54,14,511.52,44368.68,5,91.94903621,Yes,No,No,Not Applicable,No reason specified,1,Basic,11,10,393,198.74,2
35,M,23D3R97,Village,07-12-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,17:32:46,2,371.25,26923.51,18,757.53,Yes,Yes,No,Not Applicable,Poor Website,0,Pro,31,26,1816,623.39,5
36,M,6XWDSE6,,01-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,23:29:54,22,93.93,20252.69,8,798.17,No,Yes,Yes,No Information Available,Quality Customer Care,0,Pro,17,15,2083,296.37,4
15,F,ZD14U1V,,30-12-2017,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,7:34:54,10,270.86,40962.26,Error,,Yes,Yes,Yes,No Information Available,Poor Customer Service,1,Basic,12,11,424,188.31,1
17,M,ENB1LX4,Town,12-12-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,4:25:12,6,139.95,78267.18,14,398.6616298,No,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,30,25,13799,601.04,3
42,F,JYUB7WT,City,16-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,2:45:48,16,315.47,30939.06,19,625.19,Yes,No,No,Not Applicable,No reason specified,1,Basic,10,10,349,154.57,2
25,F,M091U0P,City,10-09-2017,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,20:33:26,15,512.03,18763.72,18,764.15,No,Yes,No,Not Applicable,Poor Website,0,Pro,32,28,1953,950.98,7
14,M,VPCME68,Town,09-02-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4:33:13,9,381.65,37681.76,17,676.59,Yes,No,Yes,Solved,Poor Website,1,Basic,16,15,363,319.7,18
24,F,ZA2G5U7,City,18-07-2017,?,CID36024,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:26:59,10,194.4,2056.41,26,286.1156409,Yes,No,Yes,No Information Available,Poor Website,1,Basic,13,12,270,248.34,1
32,F,X5BMU8V,City,22-11-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,1:12:25,-999,361.82,31245.05,6,1009.763348,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,52,33,10297,1136.16,2
59,M,0GLOGLB,Town,22-09-2015,Yes,CID57536,Gift Vouchers/Coupons,Smartphone,Wi-Fi,6:46:17,-999,84.94,31166.18,5,955.4665657,No,Yes,Yes,Solved in Follow-up,Too many ads,0,Enterprise,36,33,14896,721.98,1
53,F,FC5TIKW,City,26-07-2017,Yes,xxxxxxxx,Without Offers,?,Wi-Fi,8:52:54,2,657.57,3958.81,26,699.62,Yes,No,No,Not Applicable,No reason specified,1,Basic,19,17,274,630.98,2
46,M,VRFYENV,Town,08-09-2017,Yes,CID8145,Credit/Debit Card Offers,?,Fiber_Optic,23:28:29,6,185.35,11904.17,5,719.97,No,Yes,Yes,Unsolved,Poor Website,0,Enterprise,28,24,14474,386.63,0
20,M,LRYH0GE,Town,08-07-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,5:32:59,15,364.94,29250.39,12,229.5651287,No,Yes,No,Not Applicable,No reason specified,1,Basic,16,14,228,386.07,1
33,F,H53ZHXX,Town,30-08-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:06:56,5,33.11,7359.56,12,706.59,No,Yes,Yes,Solved,User Friendly Website,0,Enterprise,41,34,11978,1015.23,3
13,M,BI0U7LW,Town,07-10-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,16:59:48,23,342.92,13099.73,13,674.13,No,Yes,Yes,Solved,Poor Website,1,Basic,12,12,514,239.53,7
63,F,X7Y13JN,Town,10-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:29:00,-999,359.23,45693.75,6,673.98,Yes,No,Yes,Unsolved,Too many ads,1,Pro,22,18,2764,349.56,14
21,F,4WVE2Z5,Town,16-01-2015,No,xxxxxxxx,Without Offers,?,Mobile_Data,23:13:58,17,45.48,41162.69,Error,703.77,Yes,No,Yes,Solved,Poor Product Quality,0,Enterprise,45,37,6822,1188.95,0
15,F,SD91VGL,City,10-02-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,18:23:33,9,-889.062579,7783.21,19,624.27,No,Yes,No,Not Applicable,Poor Website,1,Pro,32,31,2108,614.21,4
26,F,QSDNAFR,City,20-01-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:22:57,10,488.06,7167.97,10,650.54,No,Yes,No,Not Applicable,Too many ads,1,Basic,8,8,368,134.85,8
63,F,SZUE2FR,Town,13-10-2015,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,16:10:35,9,33.13,30703.39,Error,,No,Yes,Yes,No Information Available,Poor Product Quality,0,Pro,34,29,2748,995.13,0
10,F,F5Z03Q6,,02-08-2017,Yes,CID7683,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:34:59,14,-27.80726383,18236.32,Error,687.3,Yes,No,No,Not Applicable,Poor Customer Service,1,Basic,10,10,305,221.43,10
61,M,HOEI66J,Town,22-03-2015,Yes,CID16426,Credit/Debit Card Offers,Desktop,Fiber_Optic,8:36:22,14,143.95,46426.22,8,674.94,No,Yes,Yes,Unsolved,Too many ads,1,Pro,38,34,1997,1158.83,0
23,M,QFCDF8K,City,26-10-2015,Yes,CID8732,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19:34:38,12,973.63,22545.55,19,585.21,No,Yes,Yes,Solved,No reason specified,1,Basic,13,13,346,200.31,8
58,F,1S129AT,City,24-04-2016,?,CID4582,Gift Vouchers/Coupons,Desktop,Mobile_Data,8:56:06,16,57.57,27586.79,13,654.15,No,Yes,Yes,Solved,Poor Customer Service,1,Basic,10,10,360,163.07,9
11,M,OBQHLOB,City,01-12-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:40:25,1,155.27,33500.09,Error,765.75,Yes,No,No,Not Applicable,Too many ads,0,Pro,29,21,2302,562.21,7
22,F,1TKKAGJ,City,24-06-2016,Yes,CID43457,Credit/Debit Card Offers,Both,Mobile_Data,0:50:02,8,760.91,29864.84,7,741.56,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,21,20,1530,349.93,0
14,M,ENAODCA,City,02-05-2015,Yes,CID76,Gift Vouchers/Coupons,Both,Wi-Fi,1:03:17,18,212.03,38238.64,9,503.93,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,7,7,192,164.25,19
30,M,MZ363E5,City,27-12-2015,Yes,CID31033,Credit/Debit Card Offers,Desktop,Fiber_Optic,5:20:43,20,889.46,21933.85,Error,600.55,No,Yes,No,Not Applicable,No reason specified,1,Basic,10,9,253,174.20999999999998,17
25,F,Q6PMB7M,Town,03-04-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,9:33:39,13,120.73,42364.7,5,763.77,No,Yes,No,Not Applicable,Poor Website,0,Pro,23,23,1723,482.75,0
33,M,6JCTPWX,Town,01-10-2015,Yes,CID48752,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:12:50,16,123.4,19870.08,15,708.04,No,Yes,No,Not Applicable,Too many ads,0,Pro,20,18,2644,320.01,3
27,M,YYENWAB,Village,01-03-2016,Yes,CID26894,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:35:55,14,519.28,3992.14,14,316.4035726,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,14,13,365,329.06,5
16,M,ZFBY15P,Town,11-04-2016,No,xxxxxxxx,Without Offers,?,Mobile_Data,19:19:03,22,226.93,23715.88,24,545.19,No,Yes,Yes,Unsolved,Too many ads,1,Basic,11,11,379,229.39,1
44,F,0HTLITH,Town,26-04-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,9:46:58,2,1326.838909,12440.06,20,718.39,Yes,No,Yes,No Information Available,No reason specified,0,Enterprise,35,24,10211,660.3100000000001,3
64,M,0UCN24P,Town,20-07-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:21:31,8,794.65,83958.21,6,1169.648218,Yes,Yes,No,Not Applicable,Reasonable Price,0,Enterprise,33,29,9122,483.95,5
55,F,JKP162C,Village,20-02-2017,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,7:39:23,17,33.59,27047.62,20,631.15,No,Yes,No,Not Applicable,Poor Customer Service,1,Basic,22,20,440,541.58,0
22,M,MB4LTPW,Town,03-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,1:57:25,12,287.31,3498.95,12,727.38,No,Yes,No,Not Applicable,User Friendly Website,0,Enterprise,50,43,13601,1428.1,0
27,M,5CWHM2B,Town,17-11-2015,Yes,CID15322,Credit/Debit Card Offers,Desktop,Mobile_Data,5:05:33,16,647.08,35530.59,8,,No,Yes,Yes,Solved in Follow-up,Too many ads,1,Pro,16,16,1459,344.32,3
53,F,5WI2UXF,Town,10-08-2015,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,1:24:45,13,1461.182616,31063.98,18,729.81,Yes,No,No,Not Applicable,Poor Website,0,Enterprise,25,20,7250,348.0,0
23,F,LF4TVTV,Town,13-02-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,9:35:16,6,493.59,2321.38,11,633.71,Yes,No,No,Not Applicable,Poor Website,1,Pro,17,14,1706,203.78,1
14,M,IXASYX4,City,07-11-2017,?,CID28652,Without Offers,Desktop,Fiber_Optic,17:35:26,9,122.41,20121.66,9,731.92,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,34,26,1803,900.26,5
34,F,LKAOULX,,14-09-2016,Yes,xxxxxxxx,,?,Wi-Fi,20:34:23,17,196.97,33560.44,26,799.19,Yes,No,No,Not Applicable,Poor Website,0,Pro,25,22,1735,326.53,0
38,M,AZHHNJQ,,15-12-2015,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,16:34:06,10,69.25,30711.26,21,650.27,Yes,No,Yes,No Information Available,No reason specified,1,Basic,6,6,373,69.14,0
29,M,M5ULC0S,Town,04-12-2016,?,CID19746,Without Offers,Desktop,Wi-Fi,21:05:57,14,58.59,40808.19,29,,Yes,No,No,Not Applicable,Poor Customer Service,0,Pro,32,29,1835,920.81,0
40,F,7RKNVU8,,20-11-2017,Yes,CID40021,Gift Vouchers/Coupons,?,Mobile_Data,0:23:33,18,221.31,98928.94,6,841.46,Yes,Yes,Yes,Unsolved,Products always in Stock,0,Enterprise,38,31,9885,750.78,0
27,M,U0QEIY5,Town,14-02-2016,Yes,CID62059,Without Offers,Desktop,Wi-Fi,1:32:27,17,496.23,37294.03,28,1210.460073,No,Yes,No,Not Applicable,No reason specified,0,Enterprise,36,27,8194,744.84,4
48,F,ZT8IB6H,City,22-09-2015,?,CID34728,Without Offers,Both,Mobile_Data,12:42:55,14,378.02,26771.32,22,717.79,Yes,No,Yes,Solved,No reason specified,0,Enterprise,51,38,12249,1302.72,1
49,M,940MJDN,,04-09-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,7:49:58,12,360.4,33836.03,21,615.28,Yes,No,Yes,Solved,Poor Website,1,Basic,15,12,401,484.93,0
16,M,7YBQJCV,,04-11-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0:47:08,13,69.66,16754.65,22,772.71,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,42,37,17504,1172.33,0
38,M,AI0RFOH,City,09-09-2016,Yes,CID37497,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:45:03,8,1686.38,4291.87,42.65949075,738.95,No,Yes,Yes,Solved in Follow-up,No reason specified,0,Pro,19,19,3115,401.65999999999997,1
37,M,ADQQ1BL,,06-01-2016,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,1:46:26,13,444.54,39798.05,14,,Yes,No,No,Not Applicable,Poor Customer Service,0,Enterprise,35,30,10016,504.23,0
38,F,MVH5ZU7,City,03-02-2017,Yes,CID19683,Credit/Debit Card Offers,Smartphone,Wi-Fi,18:05:24,17,96.83,14974.88,11,649.26,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,22,16,1369,465.44,11
12,M,Y80XNJF,Town,21-03-2015,Yes,CID56685,Gift Vouchers/Coupons,?,Fiber_Optic,15:56:33,13,31.35,49004.16,25,669.49,Yes,No,Yes,Unsolved,Poor Customer Service,1,Basic,18,15,245,464.62,10
22,F,OVW9CRY,City,23-03-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:37:14,10,142.29,36504.25,Error,606.01,No,Yes,Yes,No Information Available,No reason specified,1,Basic,15,12,364,191.91,8
46,M,F0FOHW9,City,14-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,0:17:27,5,71.0,68055.92,Error,760.94,Yes,No,Yes,No Information Available,Quality Customer Care,0,Enterprise,35,28,13462,831.16,1
57,F,A5JSATD,City,09-02-2017,Yes,CID34375,Without Offers,Desktop,Fiber_Optic,11:54:42,15,51.15,11064.63,28,658.31,Yes,No,Yes,No Information Available,Poor Customer Service,1,Basic,12,12,354,114.96000000000001,12
42,F,1FFXH5I,City,01-04-2015,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,11:39:33,16,31.49,22956.56,8,504.89,Yes,No,Yes,No Information Available,No reason specified,1,Basic,10,10,276,220.24,1
46,F,GXJC3N0,,07-06-2015,Yes,CID40629,Credit/Debit Card Offers,?,Fiber_Optic,23:18:49,4,148.12,25924.04,6,,No,Yes,Yes,Solved,Poor Product Quality,1,Basic,6,6,367,176.92000000000002,2
35,F,60ZNCZN,,18-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,23:51:26,15,231.16,7806.07,14,619.53,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,6,6,321,83.61,5
47,M,HKXSCVF,Town,23-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,3:28:09,13,190.27,80913.96,13,1164.278738,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0,Enterprise,27,25,8855,449.21999999999997,2
16,F,H4567RF,City,20-05-2017,Yes,CID39767,Without Offers,Smartphone,Fiber_Optic,5:49:30,12,313.51,2154.58,26,,Yes,Yes,Yes,Solved,No reason specified,1,Basic,17,16,263,537.0699999999999,2
57,F,CQOCMTS,Town,06-03-2017,Yes,CID57650,Without Offers,Smartphone,Fiber_Optic,20:46:29,7,128.69,5757.37,Error,770.62,No,Yes,No,Not Applicable,Poor Product Quality,0,Pro,35,28,2145,889.99,0
31,F,HOEA63P,City,06-04-2015,?,CID10522,Gift Vouchers/Coupons,Smartphone,Wi-Fi,8:40:23,12,-890.1341019,81009.58,13,1163.664391,Yes,No,Yes,Unsolved,User Friendly Website,0,Enterprise,21,20,11995,280.45,5
38,M,RYAMP2F,City,06-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:54:03,17,385.82,46693.44,16,734.79,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0,Pro,30,25,2753,556.24,1
25,M,KQB03H9,Town,08-03-2016,Yes,CID26456,Without Offers,?,Mobile_Data,23:06:16,12,605.49,42837.92,26,735.14,Yes,Yes,No,Not Applicable,Poor Customer Service,0,Pro,20,20,1989,287.44,0
34,M,47GAEEA,City,19-11-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,16:27:28,2,65.88,16030.17,20,,Yes,No,Yes,Solved,Too many ads,0,Pro,23,23,1662,498.78,1
58,M,JYCNRQL,Town,29-01-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,3:28:55,11,254.67,8382.19,7,660.42,Yes,Yes,Yes,No Information Available,No reason specified,0,Pro,18,17,1688,453.14,11
52,F,4FNWDQ8,Town,20-03-2017,?,CID10371,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:40:51,20,130.11,15841.42,6,674.34,Yes,No,Yes,Unsolved,Poor Customer Service,1,Pro,23,20,1864,317.21999999999997,4
37,M,B151L72,City,06-11-2015,Yes,CID60125,Gift Vouchers/Coupons,Both,Wi-Fi,17:06:26,9,1611.38,19379.68,26,617.87,Yes,No,Yes,Unsolved,Too many ads,1,Pro,14,13,1673,205.9,2
24,M,8M8R9VI,City,30-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,0:11:09,-999,-762.3485693,25742.7,24,,Yes,No,No,Not Applicable,Too many ads,1,Basic,18,16,344,356.01,8
24,F,1AYDEJK,,08-07-2015,Yes,CID38950,Without Offers,?,Mobile_Data,5:34:39,21,34.55,44264.32,Error,705.74,Yes,No,No,Not Applicable,Too many ads,0,Enterprise,27,24,14590,547.91,3
19,M,CV1JL5Z,Town,23-08-2017,?,CID22412,Gift Vouchers/Coupons,?,Wi-Fi,6:40:39,18,44.65,28727.83,25,619.81,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,24,22,2380,562.92,0
19,F,8FMDCT3,Town,10-08-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,4:15:32,7,205.84,14829.25,24,343.0895312,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,9,9,314,237.99,11
43,F,PRPEARG,Town,24-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:26:48,17,155.72,48775.93,7,682.56,No,Yes,Yes,Unsolved,Too many ads,1,Basic,9,9,435,92.86,22
26,F,E3GM4LB,Village,17-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17:53:05,22,153.03,35039.76,13,658.47,Yes,No,Yes,Unsolved,Poor Website,1,Basic,26,23,227,626.51,1
32,F,R78N63O,City,13-07-2016,Yes,CID11899,Credit/Debit Card Offers,Both,Mobile_Data,5:11:29,6,613.61,26929.66,6,,No,Yes,No,Not Applicable,Poor Product Quality,1,Basic,12,11,307,242.68,1
24,F,A7XXK37,Town,27-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,8:39:35,2,-596.1141677,20552.73,14,777.54,Yes,No,No,Not Applicable,User Friendly Website,0,Enterprise,36,30,8252,641.12,4
18,M,4OUEXPN,City,05-08-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,8:13:52,12,98.02,2797.57,14,527.93,Yes,No,Yes,No Information Available,Poor Website,1,Basic,7,6,231,170.82999999999998,26
59,M,482GBMQ,Town,30-03-2016,Yes,CID20423,Credit/Debit Card Offers,Both,Mobile_Data,19:00:50,11,541.95,46968.15,11,779.12,Yes,No,Yes,Unsolved,Products always in Stock,0,Enterprise,28,25,7993,441.57,1
59,F,A6K57K5,Town,17-04-2015,Yes,CID11085,Credit/Debit Card Offers,?,Mobile_Data,18:50:56,10,308.48,3073.04,22,648.39,Yes,No,Yes,Solved,Poor Product Quality,1,Basic,15,15,575,348.51,3
45,M,5DOOQOK,Town,31-05-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:49:14,16,342.37,18264.2,41.84419523,758.63,No,Yes,No,Not Applicable,Poor Product Quality,0,Enterprise,31,28,7752,478.69,1
61,M,LGTOR77,City,28-09-2015,Yes,CID22359,Credit/Debit Card Offers,Both,Mobile_Data,12:20:47,13,871.0,3879.49,28,,No,Yes,No,Not Applicable,Poor Product Quality,1,Pro,15,12,1934,236.72,7
51,F,KSGGTN2,City,27-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,12:41:53,21,144.44,86377.43,9,786.59,Yes,No,Yes,No Information Available,User Friendly Website,0,Enterprise,31,28,9095,509.61,1
12,M,1ZJ0ZST,Town,20-04-2017,?,CID56040,Without Offers,Both,Mobile_Data,8:54:45,15,714.45,43288.11,Error,291.6192364,Yes,No,No,Not Applicable,Poor Product Quality,1,Basic,20,18,307,482.51,0
52,F,E1S2770,Town,03-09-2017,Yes,CID30775,Without Offers,?,Mobile_Data,22:27:54,10,63.99,19774.85,10,623.83,Yes,No,No,Not Applicable,Poor Product Quality,1,Pro,44,33,2255,1135.61,1
12,M,MQYZBVM,City,21-06-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,10:21:59,12,37.14,35031.07,6,823.81,Yes,No,No,Not Applicable,Reasonable Price,0,Enterprise,31,24,8868,576.99,0
47,M,SDAL3A5,Town,16-03-2017,Yes,CID47892,Without Offers,?,Fiber_Optic,19:42:24,-999,124.45,8578.58,20,607.46,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,25,24,1315,605.29,4
34,F,XZM060G,Village,29-01-2016,Yes,CID53245,Gift Vouchers/Coupons,Desktop,Wi-Fi,13:05:57,22,42.6,49223.22,7,761.26,No,Yes,No,Not Applicable,Too many ads,0,Enterprise,32,27,9191,621.03,1
14,F,NLU2948,Town,14-10-2016,Yes,CID23788,Gift Vouchers/Coupons,Smartphone,Wi-Fi,0:02:23,7,660.95,46924.49,18,,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,1,Pro,18,14,1690,253.03,4
21,M,JHEXBVQ,,03-06-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,0:57:55,12,398.36,23915.95,Error,703.03,Yes,No,No,Not Applicable,No reason specified,0,Pro,28,23,1616,623.28,6
35,M,E12BYZI,Town,05-09-2016,No,xxxxxxxx,Without Offers,?,Mobile_Data,7:29:17,11,363.3,14026.99,8,681.77,Yes,No,No,Not Applicable,Too many ads,0,Pro,29,26,1725,531.83,2
51,F,RQY9UXI,Town,13-05-2017,Yes,CID43089,Credit/Debit Card Offers,?,Mobile_Data,13:25:00,11,58.71,12320.21,17,631.84,No,Yes,No,Not Applicable,Poor Customer Service,1,Pro,22,18,1664,315.68,4
39,F,ZFCWDFY,City,16-04-2017,Yes,CID48929,Gift Vouchers/Coupons,Desktop,Fiber_Optic,3:09:20,20,359.69,18914.87,7,789.63,No,Yes,No,Not Applicable,User Friendly Website,0,Pro,32,28,2040,598.45,2
60,M,PB3E0F9,Town,12-04-2015,?,CID29187,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:25:46,17,33.94,18616.69,28,716.56,Yes,No,No,Not Applicable,Poor Website,1,Basic,16,15,192,227.17000000000002,0
27,M,AQ5W5KA,Town,06-03-2015,Yes,CID17040,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:17:12,-999,-581.4501963,27707.28,24,755.85,No,Yes,No,Not Applicable,Poor Customer Service,0,Pro,23,20,1488,327.67,6
12,M,ADREP99,,12-09-2016,?,CID32630,Credit/Debit Card Offers,Smartphone,Fiber_Optic,0:42:49,13,436.4,85191.93,2,509.1546371,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0,Enterprise,41,34,11070,696.62,0
